#{"t_start": 1575078134.882022, "env_id": null}
r,l,t
702,1999,150.152476
705,1999,150.906991
726,1999,151.659481
686,1999,152.416942
738,1999,153.177983
732,1999,153.945761
738,1999,154.696899
732,1999,155.464438
756,1999,156.22029
755,1999,156.982607
740,1999,157.733114
726,1999,158.484377
733,1999,159.235198
734,1999,159.904523
724,1999,160.657211
729,1999,161.414701
703,1999,162.168974
722,1999,162.920045
714,1999,163.669361
729,1999,164.427277
765,1999,165.187319
761,1999,165.938155
729,1999,166.688832
747,1999,167.443185
736,1999,168.194045
693,1999,168.954074
733,1999,169.712705
738,1999,170.464947
744,1999,171.224701
714,1999,171.980587
716,1999,172.740127
730,1999,173.486178
710,1999,174.243091
746,1999,174.997156
693,1999,175.747909
731,1999,176.511146
785,1999,177.267303
753,1999,178.020818
738,1999,178.770016
736,1999,179.527323
761,1999,180.286466
732,1999,181.036698
755,1999,181.788657
699,1999,182.548499
715,1999,183.300233
738,1999,184.057639
754,1999,184.818033
717,1999,185.588152
779,1999,186.338989
713,1999,187.089863
722,1999,187.84793
724,1999,188.598206
762,1999,189.34543
765,1999,190.106272
763,1999,190.860379
734,1999,191.526329
735,1999,192.283771
753,1999,193.036696
749,1999,193.791305
763,1999,194.540836
755,1999,195.288248
732,1999,196.048307
744,1999,196.8023
773,1999,197.558578
759,1999,198.316635
754,1999,199.072774
758,1999,199.845381
735,1999,200.59793
700,1999,201.352442
731,1999,202.10438
716,1999,202.858465
769,1999,203.616907
784,1999,204.374597
774,1999,205.129322
752,1999,205.882103
709,1999,206.634646
733,1999,207.397424
739,1999,208.152897
762,1999,208.903936
757,1999,209.66202
749,1999,210.420807
759,1999,211.183059
755,1999,211.930658
767,1999,212.684214
752,1999,213.437175
736,1999,214.202347
728,1999,214.964692
747,1999,215.731666
735,1999,216.484817
780,1999,217.237945
717,1999,217.991768
726,1999,218.755155
708,1999,219.511199
698,1999,220.269041
762,1999,221.025056
725,1999,221.777543
730,1999,222.534814
770,1999,223.210722
731,1999,223.966554
746,1999,224.724602
755,1999,225.47916
742,1999,226.234686
768,1999,226.991224
736,1999,227.745674
757,1999,228.496454
740,1999,229.248477
727,1999,230.120828
747,1999,230.921917
762,1999,231.676885
751,1999,232.425984
701,1999,233.1766
753,1999,233.929199
740,1999,234.692821
708,1999,235.447528
745,1999,236.204488
719,1999,236.958615
714,1999,237.715211
777,1999,238.47374
736,1999,239.222673
776,1999,239.974913
740,1999,240.730675
771,1999,241.486361
753,1999,242.251379
750,1999,243.007737
701,1999,243.762263
748,1999,244.514861
729,1999,245.27488
728,1999,246.033407
731,1999,246.784735
730,1999,247.538569
761,1999,248.291321
738,1999,249.044416
740,1999,249.800573
762,1999,250.557966
738,1999,251.313893
740,1999,252.066219
723,1999,252.818671
749,1999,253.579767
722,1999,254.335776
757,1999,255.002405
778,1999,255.753223
756,1999,256.504049
777,1999,257.264103
781,1999,258.024446
749,1999,258.774101
751,1999,259.531248
766,1999,260.28992
744,1999,261.039618
756,1999,261.803179
732,1999,262.559041
715,1999,263.3099
764,1999,264.062249
754,1999,264.824257
736,1999,265.583838
763,1999,266.337793
749,1999,267.0925
727,1999,267.853
773,1999,268.611487
751,1999,269.369458
708,1999,270.124205
752,1999,270.877983
731,1999,271.633839
747,1999,272.386329
745,1999,273.150014
749,1999,273.900653
718,1999,274.662313
723,1999,275.425238
732,1999,276.18017
727,1999,276.942255
714,1999,277.6968
763,1999,278.45135
726,1999,279.206143
800,1999,279.963213
737,1999,280.724191
718,1999,281.477395
736,1999,282.230448
756,1999,282.980383
756,1999,283.731723
769,1999,284.496145
741,1999,285.252802
771,1999,286.007035
751,1999,286.677058
723,1999,287.43072
765,1999,288.183295
743,1999,288.940989
778,1999,289.695326
762,1999,290.449954
739,1999,291.20771
726,1999,291.958468
757,1999,292.716856
766,1999,293.469931
724,1999,294.218506
722,1999,294.976934
750,1999,295.731474
748,1999,296.488832
768,1999,297.237227
700,1999,297.990218
745,1999,298.742566
765,1999,299.489549
745,1999,300.259563
753,1999,301.018562
733,1999,301.776161
752,1999,302.531921
757,1999,303.289731
760,1999,304.055072
751,1999,304.808534
757,1999,305.576372
757,1999,306.328286
737,1999,307.084704
783,1999,307.846363
753,1999,308.59802
745,1999,309.350318
736,1999,310.102148
774,1999,310.854875
766,1999,311.617723
754,1999,312.366675
745,1999,313.116902
746,1999,313.866826
746,1999,314.620116
753,1999,315.377194
708,1999,316.128217
777,1999,316.880719
753,1999,317.54954
788,1999,318.303416
746,1999,319.057979
753,1999,319.818943
765,1999,320.571785
747,1999,321.322582
696,1999,322.072774
777,1999,322.824422
800,1999,323.584565
787,1999,324.337726
739,1999,325.090253
753,1999,325.842665
765,1999,326.593701
781,1999,327.356737
738,1999,328.108873
754,1999,328.861433
745,1999,329.614106
759,1999,330.368191
774,1999,331.133237
776,1999,331.891464
738,1999,332.646536
716,1999,333.403256
769,1999,334.155628
753,1999,334.913059
757,1999,335.68697
755,1999,336.442767
781,1999,337.198579
773,1999,337.950566
778,1999,338.70935
739,1999,339.459142
732,1999,340.207311
790,1999,340.965851
754,1999,341.724343
780,1999,342.488385
770,1999,343.240908
763,1999,343.99188
792,1999,344.745819
787,1999,345.499087
799,1999,346.258046
764,1999,347.022715
742,1999,347.7727
744,1999,348.525328
775,1999,349.193417
781,1999,349.946843
765,1999,350.708595
746,1999,351.466652
766,1999,352.216823
793,1999,352.96957
745,1999,353.723047
751,1999,354.482757
758,1999,355.238603
748,1999,356.00071
780,1999,356.757196
759,1999,357.523973
781,1999,358.289547
761,1999,359.050302
750,1999,359.803547
767,1999,360.553384
769,1999,361.307465
781,1999,362.066584
760,1999,362.820222
725,1999,363.569804
772,1999,364.322217
758,1999,365.073375
803,1999,365.853209
771,1999,366.608556
726,1999,367.359276
735,1999,368.112378
732,1999,368.86005
742,1999,369.61967
775,1999,370.366748
757,1999,371.116496
741,1999,371.868662
781,1999,372.620788
772,1999,373.384077
739,1999,374.135568
771,1999,374.889381
752,1999,375.643305
784,1999,376.39242
743,1999,377.150077
774,1999,377.903587
752,1999,378.661574
