fps,policy_loss,policy_entropy,total_timesteps,time_elapsed,explained_variance,approxkl,value_loss,clipfrac,serial_timesteps,n_updates,ep_reward_mean,ep_len_mean
2368,-0.0005501647,2.993487,366592,156.28243470191956,0.05304098129272461,5.0555576e-05,1.6221282,0.0,366592,179,4607.083333333333,9999.0
2387,-0.0007152905,2.991505,368640,157.147540807724,0.07727152109146118,1.578796e-05,1.938289,0.0,368640,180,4607.083333333333,9999.0
2381,-0.0014540249,2.9922404,370688,158.0112738609314,0.5162196755409241,3.1574473e-05,3.4053504,0.0,370688,181,4606.0,9999.0
2367,-0.00058473984,2.990829,372736,158.8717429637909,0.059411048889160156,3.5085533e-05,1.6124208,0.0,372736,182,4606.0,9999.0
2389,-0.0015913661,2.991036,374784,159.7372579574585,0.08126097917556763,4.2488256e-05,1.17634,0.0,374784,183,4606.0,9999.0
2367,-0.0007054332,2.9912634,376832,160.5948736667633,0.07421696186065674,4.5046312e-05,1.4060762,0.0,376832,184,4606.0,9999.0
2366,-0.0016562073,2.9905236,378880,161.4603898525238,0.06828755140304565,4.119617e-05,1.4497238,0.0,378880,185,4606.0,9999.0
2367,-0.00013003967,2.9903274,380928,162.33183193206787,0.5837821960449219,4.1154293e-05,3.7046006,0.0,380928,186,4605.421052631579,9999.0
2374,-0.0007278881,2.9903862,382976,163.19729089736938,0.1499895453453064,1.5920501e-05,1.4380016,0.0,382976,187,4605.421052631579,9999.0
2310,-0.000693709,2.9918256,385024,164.06031680107117,0.178785502910614,7.735263e-06,1.360348,0.0,385024,188,4605.421052631579,9999.0
1747,-0.00063263276,2.9910696,387072,164.9473569393158,0.13816040754318237,8.462482e-06,1.6013836,0.0,387072,189,4605.421052631579,9999.0
2175,-0.00303759,2.991202,389120,166.11989498138428,0.18903374671936035,8.51383e-05,1.1894667,0.0,389120,190,4605.421052631579,9999.0
2249,-0.00066013046,2.9901764,391168,167.06797790527344,0.6145922839641571,7.1094415e-05,3.9777076,0.0,391168,191,4605.51282051282,9999.0
2261,-0.0016693581,2.989715,393216,167.97890186309814,0.28196877241134644,3.8165534e-05,1.5708704,0.0,393216,192,4605.51282051282,9999.0
2337,-0.0011387657,2.9917798,395264,168.884694814682,0.3535400629043579,1.4731438e-05,1.1001837,0.0,395264,193,4605.51282051282,9999.0
2103,-0.0023910014,2.9899616,397312,169.76143884658813,0.29331058263778687,6.221248e-05,1.1172976,0.0,397312,194,4605.51282051282,9999.0
1735,-0.00086855015,2.9883282,399360,170.73544764518738,0.4171116352081299,4.3469594e-05,1.2892829,0.0,399360,195,4605.51282051282,9999.0
2260,-0.0006995079,2.9880078,401408,171.92144775390625,0.6869151890277863,2.5913236e-05,4.547221,0.0,401408,196,4605.025,9999.0
1396,-0.0015774468,2.9882789,403456,172.82773399353027,0.5968356132507324,3.1988573e-05,0.9427931,0.0,403456,197,4605.025,9999.0
2230,-0.0017592792,2.989457,405504,174.29467487335205,0.46112459897994995,4.534234e-05,1.2708632,0.0,405504,198,4605.025,9999.0
2206,-0.0008527065,2.9847598,407552,175.21336579322815,0.5807154476642609,4.7024394e-05,1.1006815,0.0,407552,199,4605.025,9999.0
1857,-0.0010282168,2.9855952,409600,176.14174270629883,0.7706110626459122,2.790789e-05,1.5813032,0.0,409600,200,4605.025,9999.0
1937,-0.0008907185,2.9862475,411648,177.25178170204163,0.7563004344701767,6.340454e-05,2.8364775,0.0,411648,201,4604.0,9999.0
1467,-0.0014910407,2.9861252,413696,178.30945467948914,0.68927201628685,5.3123375e-05,1.2618473,0.0,413696,202,4604.0,9999.0
2223,-0.0020540194,2.9869025,415744,179.70539784431458,0.5774289071559906,6.169798e-05,0.8586629,0.0,415744,203,4604.0,9999.0
2149,-0.0013294904,2.9816442,417792,180.6268768310547,0.6092264652252197,6.312721e-05,0.91414976,0.0,417792,204,4604.0,9999.0
2284,-0.0014604375,2.9874725,419840,181.57989192008972,0.8161116987466812,0.000103531245,1.7728726,0.0,419840,205,4604.0,9999.0
2296,-0.0013743134,2.9882743,421888,182.4820568561554,0.7884931117296219,8.873056e-05,3.0690198,0.0,421888,206,4605.619047619048,9999.0
2312,-0.0016632933,2.9876258,423936,183.3740837574005,0.7409831583499908,5.980164e-05,1.0521033,0.0,423936,207,4605.619047619048,9999.0
2296,-0.0009365877,2.9882512,425984,184.2600338459015,0.65621018409729,4.445658e-05,0.94600713,0.0,425984,208,4605.619047619048,9999.0
2281,-0.0010486075,2.9856324,428032,185.15204286575317,0.6298397779464722,1.7261094e-05,1.1532273,0.0,428032,209,4605.619047619048,9999.0
2296,-0.0005660214,2.9876504,430080,186.05021166801453,0.8238422572612762,1.1327541e-05,3.6248074,0.0,430080,210,4607.558139534884,9999.0
2297,-0.0013622623,2.98733,432128,186.94800090789795,0.6412624716758728,2.6827644e-05,1.5145028,0.0,432128,211,4607.558139534884,9999.0
2281,-0.0013310083,2.9858913,434176,187.83979892730713,0.7251791954040527,3.621537e-05,1.1944668,0.0,434176,212,4607.558139534884,9999.0
2298,-0.0017450533,2.9884956,436224,188.73784494400024,0.7486494779586792,6.165708e-05,0.81957597,0.0,436224,213,4607.558139534884,9999.0
2304,-0.0015837306,2.9865804,438272,189.62938976287842,0.7458747625350952,7.516994e-05,0.7371422,0.0,438272,214,4607.558139534884,9999.0
2303,-0.0014048511,2.9857256,440320,190.51839685440063,0.8245603442192078,3.1102434e-05,2.9976444,0.0,440320,215,4606.863636363636,9999.0
2313,-0.002504796,2.9854589,442368,191.41343879699707,0.6553709805011749,8.103708e-05,1.6813446,0.0,442368,216,4606.863636363636,9999.0
2284,-0.0036648582,2.9751148,444416,192.29918575286865,0.7329605221748352,0.0002512999,1.0386575,0.0,444416,217,4606.863636363636,9999.0
2288,-0.0020132272,2.9777856,446464,193.19607090950012,0.7576186060905457,0.0002364696,0.9225364,0.0,446464,218,4606.863636363636,9999.0
2282,-0.002315001,2.9736524,448512,194.09144973754883,0.7546199411153793,7.9540434e-05,1.009487,0.0,448512,219,4606.863636363636,9999.0
2270,-0.0008677842,2.9770813,450560,194.989031791687,0.7453424334526062,4.236932e-05,4.3961596,0.0,450560,220,4607.711111111111,9999.0
2277,-0.0019307839,2.9719403,452608,195.8968288898468,0.7372232973575592,4.9300586e-05,1.2860973,0.0,452608,221,4607.711111111111,9999.0
2285,-0.0040675546,2.9603086,454656,196.79653191566467,0.7419787347316742,0.00023077728,1.0293547,0.0,454656,222,4607.711111111111,9999.0
2278,-0.0013919917,2.9740267,456704,197.69291472434998,0.7660758346319199,0.000117274394,1.1297662,0.0,456704,223,4607.711111111111,9999.0
2281,-0.0048330845,2.970798,458752,198.59225702285767,0.7684804797172546,0.00029014458,0.81961644,0.0,458752,224,4607.711111111111,9999.0
2285,-0.000920911,2.9687374,460800,199.49019694328308,0.81253781914711,0.00030616345,3.5455308,0.0,460800,225,4608.152173913043,9999.0
2279,-0.0037218898,2.9545314,462848,200.39209580421448,0.7928436845541,0.0001825594,1.2997504,0.0,462848,226,4608.152173913043,9999.0
2276,-0.0042486126,2.9573698,464896,201.29091572761536,0.7790978848934174,0.00037630028,0.9200209,0.0,464896,227,4608.152173913043,9999.0
2297,-0.0010584617,2.9769385,466944,202.1911017894745,0.7984808683395386,0.00014409609,1.1780131,0.0,466944,228,4608.152173913043,9999.0
2262,-0.0018854483,2.9654808,468992,203.08296084403992,0.8015788942575455,8.573018e-05,1.0897236,0.0,468992,229,4608.152173913043,9999.0
2287,-0.00077704125,2.9717548,471040,203.98870491981506,0.7826818376779556,5.8918064e-05,4.241048,0.0,471040,230,4609.489361702128,9999.0
2299,-0.0035626478,2.9590456,473088,204.89023685455322,0.8298792093992233,0.0001373868,1.2298537,0.0,473088,231,4609.489361702128,9999.0
2274,-0.002018182,2.9716043,475136,205.7814326286316,0.8185585737228394,0.00011517431,1.0244193,0.0,475136,232,4609.489361702128,9999.0
2281,-0.0013325252,2.9750495,477184,206.68223094940186,0.8174720406532288,6.145467e-05,0.87579286,0.0,477184,233,4609.489361702128,9999.0
2297,-0.0040646177,2.9574904,479232,207.5801718235016,0.82813760638237,0.0003623066,0.8231715,0.0,479232,234,4609.489361702128,9999.0
2278,-0.00023854869,2.9631925,481280,208.4718189239502,0.7970627695322037,0.00031211,4.007621,0.0,481280,235,4610.1875,9999.0
2297,-0.004609081,2.936044,483328,209.3766107559204,0.8680696785449982,0.000365559,0.9657938,0.0,483328,236,4610.1875,9999.0
2279,-0.0046057403,2.9510303,485376,210.26858282089233,0.7973130494356155,0.0003681298,1.1742656,9.765625e-05,485376,237,4610.1875,9999.0
2276,-0.0019524051,2.9313836,487424,211.16756868362427,0.8389964997768402,0.0002311198,0.94927406,0.0,487424,238,4610.1875,9999.0
2291,-0.0042298534,2.9109874,489472,212.06754183769226,0.8565003871917725,0.00046528573,1.1284109,0.0,489472,239,4610.1875,9999.0
2309,-0.0010175863,2.9612145,491520,212.96170377731323,0.8004080355167389,0.0001817942,4.1633735,0.0,491520,240,4610.591836734694,9999.0
2286,-0.0022087088,2.92623,493568,213.8543758392334,0.8672172129154205,9.163421e-05,1.0542457,0.0,493568,241,4610.591836734694,9999.0
2299,-0.0035006106,2.954771,495616,214.7503218650818,0.8475407063961029,0.00013499784,1.0193765,0.0,495616,242,4610.591836734694,9999.0
2273,-0.0018850794,2.9456146,497664,215.64141488075256,0.8019719123840332,0.00018691816,1.098463,0.0,497664,243,4610.591836734694,9999.0
2286,-0.002102891,2.912212,499712,216.54274988174438,0.8605686277151108,0.00036814035,1.3017612,0.0,499712,244,4610.591836734694,9999.0
2286,-0.0005981766,2.941807,501760,217.4388599395752,0.782163456082344,0.00037925743,4.4523206,0.0,501760,245,4611.3,9999.0
2296,-0.0056892456,2.8622236,503808,218.34055590629578,0.8822668045759201,0.0007985282,1.0152895,0.00029296876,503808,246,4611.3,9999.0
2295,-0.0039571463,2.9415786,505856,219.23277282714844,0.8157293349504471,0.0008020414,1.1146204,0.0,505856,247,4611.3,9999.0
2271,-0.0024839393,2.9258535,507904,220.12529373168945,0.811944991350174,0.00029465219,0.92150897,0.0,507904,248,4611.3,9999.0
2278,-0.0010904971,2.916153,509952,221.02716374397278,0.8180141896009445,0.00015294684,2.9897866,0.0,509952,249,4612.196078431372,9999.0
2289,-0.0011990962,2.963136,512000,221.9265058040619,0.8384255170822144,3.713323e-05,2.1199908,0.0,512000,250,4612.196078431372,9999.0
2283,-0.0018148741,2.914806,514048,222.82700991630554,0.8718555569648743,9.849072e-05,1.1962469,0.0,514048,251,4612.196078431372,9999.0
2311,-0.0054377755,2.9658,516096,223.72424602508545,0.8845734000205994,0.0004607404,0.77739894,0.0,516096,252,4612.196078431372,9999.0
2289,-0.004422106,2.9324381,518144,224.61074304580688,0.8163275867700577,0.00040623997,0.8017852,0.0,518144,253,4612.196078431372,9999.0
2232,-0.002056488,2.9300194,520192,225.5054566860199,0.8347048908472061,0.00070013374,3.038825,0.0,520192,254,4613.846153846154,9999.0
2301,-0.0036372156,2.9490275,522240,226.42314291000366,0.7238329350948334,0.0005114494,2.0232053,0.00034179687,522240,255,4613.846153846154,9999.0
2280,-0.0019857183,2.868688,524288,227.31911182403564,0.8521018624305725,0.00011336083,1.2029742,0.0,524288,256,4613.846153846154,9999.0
2297,-0.0020242683,2.9509554,526336,228.21742582321167,0.8437905609607697,7.015998e-05,0.861794,0.0,526336,257,4613.846153846154,9999.0
2287,-0.002464187,2.8315434,528384,229.10931873321533,0.7803761959075928,0.00015210177,0.96318847,0.0,528384,258,4613.846153846154,9999.0
2271,-0.0012650897,2.9066155,530432,230.00515389442444,0.7928928732872009,0.0003171858,3.3966327,0.0,530432,259,4614.603773584906,9999.0
2295,-0.002550045,2.9448326,532480,230.90704774856567,0.8281897902488708,8.070893e-05,1.3616965,0.0,532480,260,4614.603773584906,9999.0
2288,-0.0020292494,2.8693707,534528,231.80513286590576,0.8345644474029541,0.00011146734,1.0700158,0.0,534528,261,4614.603773584906,9999.0
2297,-0.0020122055,2.9447947,536576,232.7003698348999,0.834112361073494,5.2218173e-05,0.99845517,0.0,536576,262,4614.603773584906,9999.0
2302,-0.004477202,2.843151,538624,233.5921688079834,0.8407185673713684,0.00038553038,0.9428936,0.0,538624,263,4614.603773584906,9999.0
2292,-0.00032247495,2.8806138,540672,234.482097864151,0.7742416858673096,0.00028649997,3.7680717,0.0,540672,264,4616.351851851852,9999.0
2275,-0.0031234524,2.8929434,542720,235.37564373016357,0.7745902389287949,0.00014263681,1.4276575,0.0,542720,265,4616.351851851852,9999.0
2287,-0.0037433275,2.8452935,544768,236.28180193901062,0.8430296629667282,0.0003801433,1.0865252,0.0,544768,266,4616.351851851852,9999.0
2285,-0.0024481844,2.9227214,546816,237.1776728630066,0.856549009680748,0.00017542549,0.9172512,0.0,546816,267,4616.351851851852,9999.0
2312,-0.0070826127,2.7518067,548864,238.07405376434326,0.8176005631685257,0.0015846587,0.93244094,0.01171875,548864,268,4616.351851851852,9999.0
2298,-0.0005352689,2.8032873,550912,238.96018385887146,0.7162362337112427,0.0006671666,4.5515637,0.0,550912,269,4618.781818181818,9999.0
2296,-0.002147742,2.784928,552960,239.85147380828857,0.8437229990959167,0.00016039648,1.4908199,0.0,552960,270,4618.781818181818,9999.0
2288,-0.0051388815,2.8480918,555008,240.74951076507568,0.8708322495222092,0.00034015966,1.0248221,0.0,555008,271,4618.781818181818,9999.0
2297,-0.0026480812,2.8380513,557056,241.64488172531128,0.86394402384758,0.00041633332,0.8206787,0.0,557056,272,4618.781818181818,9999.0
1997,-0.0036379076,2.5663693,559104,242.53667283058167,0.857927605509758,0.0007556769,0.81792545,0.0,559104,273,4618.781818181818,9999.0
1874,-0.0010470203,2.7116976,561152,243.56288480758667,0.7231721878051758,0.00041494827,4.923538,0.0,561152,274,4619.142857142857,9999.0
1811,-0.0028674556,2.6985974,563200,244.65612983703613,0.8921501338481903,0.00024157339,1.1402328,0.0,563200,275,4619.142857142857,9999.0
1854,-0.0030842994,2.7568934,565248,245.79339575767517,0.8597975671291351,0.0004408097,1.1802458,4.8828126e-05,565248,276,4619.142857142857,9999.0
1851,-0.0043345974,2.641284,567296,246.89811778068542,0.8326880931854248,0.00029319752,0.7549756,4.8828126e-05,567296,277,4619.142857142857,9999.0
1811,-0.0026948464,2.4666646,569344,248.00449585914612,0.8254105597734451,0.0002787312,0.8590975,0.0,569344,278,4619.142857142857,9999.0
1800,-0.0011162921,2.666453,571392,249.1355917453766,0.7481295764446259,0.00033080654,5.0041494,0.0,571392,279,4618.421052631579,9999.0
1859,-0.006583725,2.655045,573440,250.27368688583374,0.8907794281840324,0.0021166387,0.94927347,0.01430664,573440,280,4618.421052631579,9999.0
1787,-0.0044392543,2.7682757,575488,251.38122081756592,0.8440542370080948,0.00063350843,1.194725,0.00068359374,575488,281,4618.421052631579,9999.0
2260,-0.0076351017,2.6402864,577536,252.52762389183044,0.8034174144268036,0.0010755387,0.7997879,0.0052246093,577536,282,4618.421052631579,9999.0
2279,-0.0057775136,2.6159828,579584,253.43387079238892,0.8735186010599136,0.0014969077,0.90102214,0.011132812,579584,283,4618.421052631579,9999.0
2265,-0.00042458615,2.732904,581632,254.33251476287842,0.7557344734668732,0.0004429996,5.0498543,0.0,581632,284,4616.741379310345,9999.0
2258,-0.0060364353,2.6372452,583680,255.23680782318115,0.8977486565709114,0.0012606758,0.9717699,0.008154297,583680,285,4616.741379310345,9999.0
2268,-0.0030630669,2.7468119,585728,256.1498718261719,0.7467189729213715,0.00043142698,1.1521816,0.00029296876,585728,286,4616.741379310345,9999.0
2284,-0.007472325,2.5600016,587776,257.0530598163605,0.8192669749259949,0.00086706097,0.83025634,0.0036621094,587776,287,4616.741379310345,9999.0
2277,-0.0037089773,2.6451802,589824,257.9498407840729,0.7971868216991425,0.00055340456,1.2306019,0.00024414062,589824,288,4616.741379310345,9999.0
2263,0.00035288106,2.7553563,591872,258.8494908809662,0.7612868249416351,0.0003655436,4.907083,0.0,591872,289,4614.745762711865,9999.0
2264,-0.0063769207,2.6707778,593920,259.7546639442444,0.8645957410335541,0.00031168555,1.1149899,0.00029296876,593920,290,4614.745762711865,9999.0
2266,-0.0025247242,2.729608,595968,260.6649317741394,0.8174857050180435,0.00020889733,1.0650617,0.0,595968,291,4614.745762711865,9999.0
2276,-0.00518776,2.4090095,598016,261.56899785995483,0.8284190744161606,0.0010870695,0.7572268,0.0032714843,598016,292,4614.745762711865,9999.0
2301,-0.0015051477,2.4967284,600064,262.46888494491577,0.7470316886901855,0.0007503688,3.3972754,0.0,600064,293,4613.716666666666,9999.0
2270,-0.0027833125,2.699816,602112,263.35893869400024,0.8125304579734802,0.00043658394,1.9352596,9.765625e-05,602112,294,4613.716666666666,9999.0
2294,-0.0038147233,2.5023675,604160,264.26140689849854,0.8440298438072205,0.0003773419,1.0699828,0.0010742188,604160,295,4613.716666666666,9999.0
2296,-0.003182131,2.6653285,606208,265.1599717140198,0.8395088016986847,0.00034930688,0.95315087,0.0001953125,606208,296,4613.716666666666,9999.0
2278,-0.006133392,2.1898484,608256,266.0519926548004,0.7783444970846176,0.0014754056,0.9337026,0.005078125,608256,297,4613.716666666666,9999.0
2296,-0.0031647373,2.3963056,610304,266.95146584510803,0.7543604373931885,0.0014624868,3.2840772,0.004003906,610304,298,4612.9672131147545,9999.0
2293,-0.0035991513,2.650846,612352,267.84359884262085,0.8373895585536957,0.00052582537,1.5856336,4.8828126e-05,612352,299,4612.9672131147545,9999.0
2276,-0.0018841003,2.3848023,614400,268.7368860244751,0.8339619785547256,0.00018209012,1.2111957,0.0,614400,300,4612.9672131147545,9999.0
2284,-0.006056023,2.693293,616448,269.64271092414856,0.8207514733076096,0.0009161007,0.87605554,0.003857422,616448,301,4612.9672131147545,9999.0
2276,-0.004573426,2.2024179,618496,270.53965878486633,0.7991674840450287,0.0009794703,0.8612388,0.0015625,618496,302,4612.9672131147545,9999.0
2270,-0.0020034101,2.5061963,620544,271.4397509098053,0.6971898376941681,0.0017703939,3.6416767,0.00092773436,620544,303,4612.080645161291,9999.0
2289,-0.0026335963,2.6833472,622592,272.342218875885,0.7737016528844833,0.00033796494,1.5472262,0.0,622592,304,4612.080645161291,9999.0
2293,-0.0028890197,2.5360627,624640,273.2372930049896,0.8766352981328964,0.00034520283,0.78938323,0.00024414062,624640,305,4612.080645161291,9999.0
2287,-0.006811785,2.7314448,626688,274.1361527442932,0.8267193287611008,0.0005281776,0.72727704,0.00092773436,626688,306,4612.080645161291,9999.0
2259,-0.005028407,2.4068642,628736,275.03184270858765,0.7949603646993637,0.0013596162,0.9765949,0.0014160157,628736,307,4612.080645161291,9999.0
2282,-0.0017327272,2.5412896,630784,275.938542842865,0.6923179626464844,0.000700272,3.9846396,0.0,630784,308,4612.539682539683,9999.0
2288,-0.0018272374,2.6113396,632832,276.83622765541077,0.7610393464565277,0.00015808843,1.8163574,0.0,632832,309,4612.539682539683,9999.0
2275,-0.0018617769,2.5936966,634880,277.73141074180603,0.8560859709978104,9.3169285e-05,1.1077703,0.0,634880,310,4612.539682539683,9999.0
2294,-0.005922409,2.671927,636928,278.6371738910675,0.7622050791978836,0.00042284746,1.119405,0.0,636928,311,4612.539682539683,9999.0
2275,-0.0033914254,2.2900054,638976,279.5301778316498,0.8135709464550018,0.0007316774,0.9565872,0.0,638976,312,4612.539682539683,9999.0
2302,-0.0011717305,2.5291305,641024,280.4306449890137,0.6593874096870422,0.00042350628,3.8324165,0.0,641024,313,4613.125,9999.0
2283,-0.004230667,2.515923,643072,281.32047986984253,0.8680537939071655,0.0011384111,1.1740146,0.004199219,643072,314,4613.125,9999.0
2263,-0.0014165802,2.512353,645120,282.2177357673645,0.8292525410652161,0.00024203677,1.0251024,0.0,645120,315,4613.125,9999.0
2297,-0.0049350313,2.4489448,647168,283.12854290008545,0.7839540094137192,0.00040363078,0.86786664,0.00034179687,647168,316,4613.125,9999.0
2304,-0.006636259,2.0560749,649216,284.02025389671326,0.7713490426540375,0.0015228848,0.890118,0.007421875,649216,317,4613.125,9999.0
2284,-0.0014965514,2.3718126,651264,284.90946769714355,0.7269201874732971,0.00053024536,4.4721975,4.8828126e-05,651264,318,4613.507692307692,9999.0
2294,-0.0024610811,2.3368576,653312,285.80632972717285,0.8048132210969925,0.00019801664,1.4294465,0.0,653312,319,4613.507692307692,9999.0
2312,-0.0030293586,2.3770676,655360,286.69920587539673,0.7848585695028305,0.00042334417,1.3695276,0.0015625,655360,320,4613.507692307692,9999.0
2301,-0.001534471,2.1993287,657408,287.59098076820374,0.7203922271728516,0.0001423453,1.286289,4.8828126e-05,657408,321,4613.507692307692,9999.0
2311,-0.0009034155,1.9008747,659456,288.48107290267944,0.7864390760660172,7.820755e-05,1.377918,0.0,659456,322,4613.507692307692,9999.0
2286,-0.0011383386,2.298533,661504,289.3676218986511,0.7591744959354401,0.000103959326,3.9697483,0.0,661504,323,4611.348484848485,9999.0
2305,-0.0029667388,2.3258758,663552,290.26369285583496,0.8489988148212433,0.00018127468,1.3040888,0.0,663552,324,4611.348484848485,9999.0
2317,-0.0047986466,2.3389082,665600,291.1523447036743,0.7742409408092499,0.0004303433,1.22353,0.0007324219,665600,325,4611.348484848485,9999.0
2293,-0.002712249,2.1572375,667648,292.04204988479614,0.7132363617420197,0.00031331234,1.1701727,0.0,667648,326,4611.348484848485,9999.0
2275,-0.0018874174,2.075529,669696,292.9354078769684,0.8022701740264893,0.00018676235,0.9222124,0.0,669696,327,4611.348484848485,9999.0
1869,-0.0011038566,2.3898203,671744,293.83590483665466,0.7430956959724426,9.6588556e-05,4.3894815,0.0,671744,328,4609.179104477612,9999.0
1901,-0.0019824684,2.4191785,673792,294.9316668510437,0.8587208688259125,0.00013554879,1.3473327,0.0,673792,329,4609.179104477612,9999.0
1865,-0.004316049,2.4157062,675840,296.00907278060913,0.7983066886663437,0.0008273553,1.0416582,0.0045898436,675840,330,4609.179104477612,9999.0
1887,-0.002598653,2.0599842,677888,297.1138496398926,0.7876868844032288,0.00040604005,0.705961,4.8828126e-05,677888,331,4609.179104477612,9999.0
1888,-0.0013327969,2.033471,679936,298.1995668411255,0.5440406501293182,0.00020416682,3.5734317,0.0,679936,332,4608.0,9999.0
1858,-0.0029828772,2.2776194,681984,299.28446793556213,0.8272835165262222,0.00031378097,1.9814955,0.0,681984,333,4608.0,9999.0
1820,-0.0012246284,2.2120318,684032,300.38711190223694,0.800656646490097,7.685513e-05,1.7528576,0.0,684032,334,4608.0,9999.0
1842,-0.006455788,2.3258138,686080,301.5125997066498,0.8313290774822235,0.0007916102,0.8209923,0.0028808594,686080,335,4608.0,9999.0
1864,-0.0052172197,2.0847876,688128,302.63033866882324,0.8096350431442261,0.0007971871,0.63405925,0.002783203,688128,336,4608.0,9999.0
2236,-0.0013054865,2.1408474,690176,303.72897481918335,0.5756355822086334,0.00037463225,3.4485695,0.0,690176,337,4607.101449275362,9999.0
2298,-0.0032588802,2.4898484,692224,304.6452627182007,0.8493980467319489,0.00040997425,1.5152977,0.00014648438,692224,338,4607.101449275362,9999.0
2288,-0.0020388444,2.2132294,694272,305.53660583496094,0.8281794041395187,0.0003400426,1.5726265,0.0,694272,339,4607.101449275362,9999.0
2269,-0.0041683214,2.484622,696320,306.43188190460205,0.7775913923978806,0.00025037088,1.2166697,4.8828126e-05,696320,340,4607.101449275362,9999.0
2257,-0.002403648,2.199713,698368,307.34040689468384,0.7549264132976532,0.00023371824,0.9219325,0.0,698368,341,4607.101449275362,9999.0
2282,-0.0016886446,2.294225,700416,308.24802684783936,0.5697658956050873,0.00014463831,3.7281902,0.0,700416,342,4607.114285714286,9999.0
2283,-0.005332199,2.6321561,702464,309.14557576179504,0.8237060606479645,0.0006412466,1.6340872,0.0012695312,702464,343,4607.114285714286,9999.0
2271,-0.002773575,2.1986122,704512,310.0428168773651,0.8077266216278076,0.00056673365,1.4084753,0.0,704512,344,4607.114285714286,9999.0
2292,-0.0059729205,2.47259,706560,310.9446277618408,0.8155148178339005,0.0018120373,1.1043062,0.007080078,706560,345,4607.114285714286,9999.0
2288,-0.002974696,2.046801,708608,311.8442578315735,0.793832391500473,0.00042935237,0.9380889,9.765625e-05,708608,346,4607.114285714286,9999.0
2290,0.00018492927,2.1894853,710656,312.73955392837524,0.612738847732544,0.00056456076,3.796086,0.0,710656,347,4605.380281690141,9999.0
2289,-0.0032426894,2.4380114,712704,313.63387084007263,0.8123743981122971,0.0006005584,1.5489193,0.00092773436,712704,348,4605.380281690141,9999.0
2282,-0.0009294171,2.3257842,714752,314.52887177467346,0.8662249445915222,0.00021596838,1.4723718,0.0,714752,349,4605.380281690141,9999.0
2267,-0.003802605,2.5043197,716800,315.42657375335693,0.7980652302503586,0.0005056268,0.9614167,0.00048828125,716800,350,4605.380281690141,9999.0
2294,-0.006135148,2.1413784,718848,316.33557176589966,0.7883649468421936,0.00068971934,0.95779437,0.0018066406,718848,351,4605.380281690141,9999.0
2288,-0.0013540653,2.3117366,720896,317.2285659313202,0.6014513075351715,0.00059154874,3.7827048,0.00029296876,720896,352,4605.361111111111,9999.0
2255,-0.001803297,2.4104548,722944,318.12374663352966,0.8081774115562439,0.00022750022,1.6714547,0.0,722944,353,4605.361111111111,9999.0
2203,-0.002453677,2.3967297,724992,319.03196692466736,0.8449914157390594,0.00069517223,1.4560621,0.0010742188,724992,354,4605.361111111111,9999.0
2278,-0.008541152,2.382917,727040,319.96180987358093,0.7352796196937561,0.0025038011,1.2370508,0.021875,727040,355,4605.361111111111,9999.0
2261,-0.003396343,1.8498055,729088,320.8665306568146,0.8243732899427414,0.0006532481,0.7982649,0.0022949218,729088,356,4605.361111111111,9999.0
2253,-0.00091680075,2.115655,731136,321.7725977897644,0.6868196427822113,0.00038516248,4.4215226,0.0,731136,357,4604.86301369863,9999.0
2300,-0.0019920487,2.2623832,733184,322.681786775589,0.8840411081910133,0.00014300799,1.0795757,4.8828126e-05,733184,358,4604.86301369863,9999.0
2292,-0.009502527,2.2400746,735232,323.5725727081299,0.8762260600924492,0.00088690815,1.1603602,0.0035644532,735232,359,4604.86301369863,9999.0
2296,-0.0031894844,2.1333637,737280,324.46617698669434,0.761847972869873,0.00075548654,0.9287394,0.0011230469,737280,360,4604.86301369863,9999.0
2281,-0.0015143821,1.7750609,739328,325.36453080177307,0.7570424824953079,0.0004806292,0.9813889,0.00068359374,739328,361,4604.86301369863,9999.0
2285,-0.0013910043,2.1862824,741376,326.26254892349243,0.731145441532135,0.00062054576,4.6995745,0.00014648438,741376,362,4602.540540540541,9999.0
2279,-0.0015665697,2.324456,743424,327.1589779853821,0.8185503780841827,0.0001246646,1.6585745,0.0,743424,363,4602.540540540541,9999.0
2312,-0.007216338,2.2429748,745472,328.05761194229126,0.8861074447631836,0.0009182251,1.0023513,0.0060058595,745472,364,4602.540540540541,9999.0
2289,-0.0032927052,2.072614,747520,328.94373989105225,0.8173242956399918,0.00050743564,0.82246256,0.0028320313,747520,365,4602.540540540541,9999.0
2302,-0.0020108502,1.9824018,749568,329.84429574012756,0.8158028423786163,0.00018897024,0.90742457,9.765625e-05,749568,366,4602.540540540541,9999.0
2325,-0.0017447087,2.2565546,751616,330.7341697216034,0.7379478514194489,0.00019024122,4.4292006,4.8828126e-05,751616,367,4601.2266666666665,9999.0
2317,-0.0019727354,2.258659,753664,331.6151616573334,0.8830532282590866,0.00015747514,1.4493349,0.0,753664,368,4601.2266666666665,9999.0
2290,-0.004523239,2.2634263,755712,332.49924969673157,0.8301136791706085,0.0006764004,1.3816125,0.0034667968,755712,369,4601.2266666666665,9999.0
2299,-0.0056951134,1.9983829,757760,333.39375162124634,0.7257586419582367,0.0006032593,1.0289197,0.002783203,757760,370,4601.2266666666665,9999.0
